Faridpur---- 23.6011389,89.83925
Dhaka------

1	Dhaka	14543124	23.728247	90.411119
2	Jamalpur	2107209	24.924979	89.946341
3	Tangail	3290696	24.244968	89.911305
4	Mymensingh	4489726	24.753889	90.403056
5	Nilphamari	1571690	25.941667	88.846667
6	Rangpur	2542441	25.743892	 89.275227
7	Dinajpur	2642850	25.621647	 88.635425
8	Jessore	2471554	23.166667	89.216667
